issn_l,cr_year,n,h2020_n,prop
0194-4363,2019,71,0,0
1925-3621,2018,71,0,0
1460-4086,2020,71,0,0
0277-8033,2019,71,2,0.028169014084507043
1461-9571,2020,71,1,0.014084507042253521
1468-215X,2019,71,0,0
0003-4800,2019,71,2,0.028169014084507043
0895-6308,2018,71,0,0
1618-7598,2018,71,1,0.014084507042253521
1435-9448,2018,71,3,0.04225352112676056
2509-3150,2018,71,0,0
1054-7738,2018,71,0,0
0968-3445,2019,71,1,0.014084507042253521
1557-1890,2019,71,0,0
0021-9029,2019,71,0,0
1862-7072,2020,71,0,0
1468-215X,2020,71,0,0
0022-4901,2019,71,0,0
1360-7804,2020,71,3,0.04225352112676056
0276-0460,2019,71,0,0
2062-249X,2020,71,1,0.014084507042253521
0165-5515,2020,71,1,0.014084507042253521
0440-9213,2018,71,0,0
1572-3887,2019,71,2,0.028169014084507043
1422-6405,2018,71,0,0
1942-9533,2019,71,0,0
1173-8804,2019,71,0,0
0334-2123,2019,71,0,0
2296-5424,2020,71,0,0
0001-5547,2018,71,0,0
0944-6524,2019,71,2,0.028169014084507043
0012-2033,2018,71,0,0
1367-5494,2019,71,2,0.028169014084507043
1386-341X,2018,71,0,0
0343-6993,2020,71,1,0.014084507042253521
0923-8174,2020,71,1,0.014084507042253521
1941-0921,2018,71,0,0
1744-1374,2019,71,0,0
0075-5974,2019,71,0,0
1745-6916,2018,71,1,0.014084507042253521
1618-1247,2018,71,0,0
0893-6692,2019,71,0,0
0257-2753,2018,71,0,0
1672-3597,2020,71,0,0
0954-4089,2018,71,1,0.014084507042253521
0029-599X,2018,71,2,0.028169014084507043
2228-6187,2020,71,0,0
0026-7961,2018,71,0,0
1601-183X,2019,71,2,0.028169014084507043
1352-4658,2018,71,0,0
2095-2430,2019,71,0,0
0300-8428,2020,71,2,0.028169014084507043
0031-5125,2019,71,0,0
2049-1948,2019,71,2,0.028169014084507043
2363-8400,2018,71,0,0
1053-0487,2018,70,0,0
0012-4486,2019,70,0,0
1088-1913,2018,70,0,0
1063-3995,2018,70,0,0
1058-8388,2018,70,0,0
0001-5547,2020,70,0,0
0731-6844,2019,70,1,0.014285714285714285
1074-2484,2018,70,0,0
1744-1374,2020,70,0,0
2055-6756,2018,70,4,0.05714285714285714
0938-7412,2020,70,0,0
0393-5965,2019,70,2,0.02857142857142857
0269-2821,2018,70,0,0
1664-2368,2019,70,0,0
0887-8250,2018,70,0,0
2297-0118,2020,70,0,0
0162-895X,2020,70,0,0
0899-7640,2019,70,0,0
0309-8168,2019,70,0,0
0933-4173,2018,70,0,0
2049-8470,2019,70,0,0
0163-9641,2019,70,2,0.02857142857142857
2472-6303,2020,70,1,0.014285714285714285
0943-4062,2018,70,0,0
1864-9718,2020,70,0,0
0013-1954,2018,70,0,0
0098-7921,2019,70,1,0.014285714285714285
1099-6362,2019,70,0,0
1353-2944,2019,70,0,0
0950-6764,2020,70,1,0.014285714285714285
0033-4006,2019,70,0,0
0028-4289,2019,70,0,0
1099-498X,2019,70,0,0
0894-8453,2019,70,0,0
0961-0006,2018,70,0,0
0162-5098,2018,70,0,0
1084-4309,2018,70,3,0.04285714285714286
2524-485X,2019,70,0,0
0742-3098,2020,70,0,0
1074-2484,2020,70,0,0
1559-8608,2020,70,0,0
0925-4994,2019,70,0,0
0885-6125,2020,70,5,0.07142857142857142
0014-5858,2018,70,1,0.014285714285714285
1350-5084,2020,70,0,0
0031-0220,2019,70,0,0
0272-2631,2019,70,1,0.014285714285714285
1478-9299,2019,70,5,0.07142857142857142
2446-4732,2020,70,0,0
1751-7575,2018,70,1,0.014285714285714285
0022-278X,2020,70,0,0
0262-0898,2018,70,1,0.014285714285714285
0309-8168,2018,70,0,0
1099-209X,2018,70,0,0
0739-8913,2020,70,0,0
1758-5880,2020,70,3,0.04285714285714286
1050-8392,2019,70,0,0
1544-8444,2019,70,6,0.08571428571428572
1016-2291,2019,70,0,0
2095-1698,2020,70,0,0
1343-8875,2018,70,0,0
1680-4333,2018,70,1,0.014285714285714285
0002-7162,2019,70,0,0
0950-4222,2020,70,0,0
0919-6544,2020,70,0,0
0022-0027,2020,70,0,0
2515-4184,2020,70,2,0.02857142857142857
0269-283X,2020,70,1,0.014285714285714285
1446-6368,2019,70,0,0
1869-5450,2019,70,0,0
0165-5752,2020,70,0,0
0735-9640,2018,70,0,0
1939-8115,2019,70,1,0.014285714285714285
1346-4523,2020,70,0,0
0021-9029,2020,70,2,0.02857142857142857
0703-6337,2018,70,3,0.04285714285714286
1367-8779,2020,70,3,0.04285714285714286
1750-6980,2018,70,1,0.014285714285714285
1329-878X,2019,70,0,0
1522-8037,2019,70,0,0
2472-6303,2019,70,2,0.02857142857142857
0022-4227,2019,70,0,0
1120-9879,2020,70,0,0
0933-7946,2018,70,0,0
0894-9166,2018,70,0,0
0008-4174,2018,70,0,0
0923-8174,2018,70,2,0.02857142857142857
0892-6794,2020,69,0,0
0003-813X,2019,69,1,0.014492753623188406
0304-4130,2019,69,9,0.13043478260869565
1545-102X,2020,69,0,0
1354-8565,2020,69,0,0
1570-646X,2019,69,3,0.043478260869565216
1955-2505,2018,69,0,0
1133-0686,2019,69,2,0.028985507246376812
1872-8847,2019,69,0,0
1120-6349,2019,69,0,0
1398-9219,2018,69,1,0.014492753623188406
1364-727X,2020,69,0,0
1084-4309,2019,69,1,0.014492753623188406
0725-5136,2020,69,0,0
0169-3867,2019,69,3,0.043478260869565216
0030-770X,2019,69,1,0.014492753623188406
0175-7571,2020,69,0,0
0031-0239,2018,69,1,0.014492753623188406
1345-2630,2019,69,0,0
1865-1550,2018,69,0,0
1571-0068,2018,69,2,0.028985507246376812
0006-3606,2018,69,2,0.028985507246376812
0047-2441,2019,69,0,0
0047-2441,2020,69,0,0
0925-9899,2020,69,0,0
0962-1075,2019,69,1,0.014492753623188406
1864-9718,2019,69,0,0
1867-299X,2018,69,1,0.014492753623188406
0272-4391,2018,69,0,0
0739-8913,2018,69,0,0
0961-205X,2018,69,2,0.028985507246376812
0019-7939,2018,69,0,0
1381-2386,2019,69,1,0.014492753623188406
1061-1924,2019,69,0,0
1354-8565,2019,69,0,0
0007-1080,2020,69,2,0.028985507246376812
0268-540X,2019,69,0,0
0026-7902,2019,69,0,0
0020-7020,2020,69,0,0
1363-4607,2019,69,1,0.014492753623188406
0894-9840,2018,69,1,0.014492753623188406
1752-2471,2018,69,0,0
2366-7486,2019,69,2,0.028985507246376812
1011-6125,2019,69,0,0
0266-2426,2020,69,0,0
1351-847X,2018,69,0,0
0011-3921,2020,69,2,0.028985507246376812
0958-305X,2020,69,0,0
1942-9533,2020,69,0,0
1931-9401,2019,69,2,0.028985507246376812
1064-5616,2020,69,0,0
1568-7767,2020,69,0,0
1996-3599,2018,69,0,0
2190-6491,2018,69,1,0.014492753623188406
0957-8811,2018,69,1,0.014492753623188406
0739-4462,2018,69,0,0
1090-8811,2018,69,0,0
2228-6179,2018,69,0,0
0007-1234,2018,69,0,0
1862-8346,2019,69,6,0.08695652173913043
1420-8008,2018,69,0,0
0261-4448,2020,69,0,0
1422-6928,2019,69,0,0
1175-0561,2020,69,0,0
1175-0561,2018,69,0,0
0894-587X,2018,69,1,0.014492753623188406
0267-8179,2018,69,0,0
1064-5616,2019,69,0,0
0090-5917,2018,69,0,0
0020-8132,2019,69,0,0
0889-938X,2019,69,0,0
0369-8203,2020,69,0,0
1531-2445,2018,69,0,0
0272-684X,2020,69,0,0
0141-1926,2019,69,1,0.014492753623188406
1385-2256,2018,69,1,0.014492753623188406
0373-4633,2020,69,0,0
1600-4469,2018,69,0,0
1521-0251,2020,69,0,0
1350-5068,2020,69,0,0
1936-2447,2019,69,0,0
2037-4631,2019,69,0,0
0963-6625,2019,69,4,0.057971014492753624
0024-6115,2020,69,9,0.13043478260869565
1329-878X,2020,69,1,0.014492753623188406
0891-2556,2018,69,0,0
1937-5867,2018,69,0,0
2327-8579,2019,69,0,0
1362-9395,2020,69,0,0
2366-3294,2018,69,0,0
0190-9320,2020,69,1,0.014492753623188406
2197-9707,2018,69,0,0
1960-6214,2018,68,3,0.04411764705882353
0020-7594,2019,68,0,0
0017-8969,2020,68,0,0
0141-7789,2020,68,0,0
1097-184X,2018,68,2,0.029411764705882353
0944-2502,2018,68,0,0
1934-2608,2019,68,1,0.014705882352941176
0138-4821,2020,68,0,0
1358-2267,2020,68,0,0
1477-7509,2020,68,0,0
1056-263X,2019,68,0,0
0119-5646,2019,68,0,0
1353-3452,2018,68,4,0.058823529411764705
1062-7987,2018,68,2,0.029411764705882353
1461-9571,2019,68,3,0.04411764705882353
0160-6891,2018,68,0,0
0964-6639,2018,68,0,0
0090-6905,2018,68,0,0
1436-8730,2020,68,1,0.014705882352941176
1019-7168,2018,68,0,0
0035-5038,2020,68,0,0
0922-1565,2018,68,2,0.029411764705882353
2288-6206,2018,68,0,0
0003-4746,2018,68,1,0.014705882352941176
1022-1824,2018,68,4,0.058823529411764705
0167-7411,2019,68,1,0.014705882352941176
1047-1987,2018,68,2,0.029411764705882353
0303-6898,2020,68,0,0
0169-5983,2019,68,1,0.014705882352941176
0309-1325,2019,68,1,0.014705882352941176
1758-5082,2018,68,2,0.029411764705882353
2396-9393,2019,68,0,0
1068-9583,2018,68,0,0
0424-7760,2019,68,0,0
1752-2471,2019,68,0,0
0090-5917,2020,68,0,0
1051-1482,2018,68,0,0
1528-4042,2020,68,0,0
0026-749X,2020,68,1,0.014705882352941176
0001-9054,2020,68,0,0
0951-6433,2018,68,0,0
1478-3967,2019,68,2,0.029411764705882353
1942-602X,2020,68,0,0
0141-1926,2018,68,0,0
1356-9597,2020,68,0,0
1868-2529,2019,68,3,0.04411764705882353
1386-6141,2019,68,1,0.014705882352941176
0954-4879,2019,68,0,0
1463-5216,2018,68,0,0
0309-1333,2019,68,3,0.04411764705882353
0967-2567,2019,68,0,0
0017-4815,2019,68,0,0
1016-2291,2020,68,0,0
0021-1400,2019,68,0,0
2332-6492,2018,68,0,0
0197-6664,2019,68,0,0
1447-073X,2020,68,0,0
0969-6970,2018,68,2,0.029411764705882353
1478-5951,2019,68,1,0.014705882352941176
0011-1562,2019,68,0,0
1773-0155,2018,68,4,0.058823529411764705
0175-7571,2018,68,0,0
0025-7273,2019,68,0,0
0269-1213,2018,68,0,0
2167-7026,2020,68,3,0.04411764705882353
1040-726X,2020,68,1,0.014705882352941176
0954-1748,2020,68,0,0
1066-5234,2019,68,3,0.04411764705882353
1382-4996,2020,68,0,0
0309-524X,2018,68,4,0.058823529411764705
2095-7513,2019,68,0,0
0266-464X,2019,68,0,0
2152-3878,2018,68,0,0
0937-9819,2018,68,0,0
1056-7941,2019,68,0,0
1935-9748,2019,68,0,0
1356-1863,2018,68,0,0
0133-3720,2018,68,0,0
0198-6325,2018,68,0,0
0385-5600,2019,68,0,0
0023-6772,2019,68,0,0
1526-9248,2018,68,0,0
2196-4386,2020,67,3,0.04477611940298507
0906-6713,2019,67,0,0
0010-4140,2019,67,0,0
1539-607X,2020,67,0,0
1836-6864,2019,67,0,0
1753-0350,2018,67,0,0
0021-7670,2020,67,2,0.029850746268656716
0029-599X,2020,67,6,0.08955223880597014
1058-0476,2020,67,0,0
1553-3840,2018,67,0,0
0018-2680,2020,67,0,0
0892-6794,2018,67,0,0
0929-5607,2018,67,0,0
2509-9949,2019,67,0,0
1776-2596,2018,67,0,0
1738-2696,2018,67,0,0
2194-7228,2019,67,0,0
0340-4285,2020,67,0,0
1744-1331,2018,67,0,0
1752-9719,2020,67,0,0
1385-1292,2020,67,1,0.014925373134328358
0197-8462,2019,67,0,0
1091-5818,2019,67,0,0
1016-2291,2018,67,0,0
1045-3172,2020,67,1,0.014925373134328358
1932-8451,2018,67,1,0.014925373134328358
1935-4932,2020,67,0,0
0924-9907,2019,67,2,0.029850746268656716
0176-1714,2020,67,0,0
1138-7416,2018,67,0,0
0361-6843,2020,67,0,0
0066-4812,2018,67,1,0.014925373134328358
0031-7012,2020,67,0,0
1359-4338,2020,67,1,0.014925373134328358
0037-1912,2020,67,0,0
0014-3022,2019,67,0,0
0092-5853,2019,67,0,0
0190-9320,2019,67,1,0.014925373134328358
1345-2630,2020,67,0,0
1354-7860,2019,67,0,0
0272-2631,2020,67,0,0
0032-3217,2019,67,0,0
1056-7895,2019,67,0,0
1473-3145,2019,67,0,0
0031-5125,2018,67,0,0
0091-4150,2019,67,0,0
1046-8781,2020,67,0,0
0269-283X,2019,67,2,0.029850746268656716
0023-9216,2020,67,0,0
0162-5098,2019,67,0,0
0926-7220,2018,67,1,0.014925373134328358
2190-6491,2020,67,0,0
0022-2380,2018,67,0,0
2049-4173,2018,67,0,0
1598-5865,2018,67,0,0
2198-7505,2019,67,0,0
0160-7715,2020,67,0,0
0006-2928,2020,67,0,0
0950-6764,2018,67,0,0
1477-3708,2020,67,3,0.04477611940298507
0734-0664,2018,67,0,0
1387-5841,2019,67,0,0
0885-7458,2018,67,1,0.014925373134328358
1341-8998,2020,67,0,0
0958-0344,2018,67,0,0
1081-6976,2020,67,0,0
1876-7931,2019,67,0,0
0306-7734,2020,67,0,0
1754-3371,2020,67,1,0.014925373134328358
1367-5567,2020,67,0,0
1867-299X,2019,67,3,0.04477611940298507
1538-6473,2018,67,0,0
0882-5734,2019,67,0,0
0882-2689,2018,67,0,0
1440-7833,2018,67,0,0
1477-0938,2020,67,1,0.014925373134328358
2250-2149,2020,67,0,0
1552-4841,2018,67,0,0
1738-8090,2020,67,0,0
2235-0640,2020,67,0,0
1437-4781,2020,67,0,0
0898-5626,2018,67,0,0
1422-6928,2020,67,1,0.014925373134328358
1874-8953,2019,67,0,0
0146-7239,2019,67,0,0
1362-1688,2018,67,0,0
2297-0118,2019,67,0,0
0212-5919,2019,67,0,0
0022-3433,2019,67,1,0.014925373134328358
0957-7572,2019,67,0,0
1935-4932,2019,67,0,0
1092-8480,2019,66,0,0
0952-3499,2018,66,0,0
1757-5664,2020,66,0,0
0091-8296,2018,66,0,0
0197-8462,2020,66,0,0
0360-4918,2018,66,0,0
0376-835X,2020,66,0,0
0965-254X,2020,66,0,0
1619-1366,2020,66,1,0.015151515151515152
0022-2437,2020,66,0,0
0163-9641,2020,66,0,0
0825-8597,2018,66,0,0
1869-5450,2018,66,3,0.045454545454545456
2052-2614,2019,66,0,0
0340-7594,2018,66,0,0
0919-6544,2018,66,0,0
0040-747X,2020,66,2,0.030303030303030304
2472-6303,2018,66,0,0
0250-8060,2020,66,0,0
1556-9039,2020,66,0,0
1461-5517,2019,66,0,0
1346-4523,2018,66,0,0
1467-2227,2019,66,0,0
0959-7743,2018,66,2,0.030303030303030304
1478-5706,2018,66,0,0
0046-2772,2020,66,1,0.015151515151515152
1759-6831,2018,66,0,0
1976-8257,2019,66,0,0
1531-0361,2019,66,0,0
1363-4615,2018,66,0,0
1530-9576,2019,66,0,0
0165-5752,2018,66,0,0
1012-2443,2019,66,2,0.030303030303030304
0277-8033,2020,66,0,0
1175-3277,2020,66,0,0
1531-426X,2020,66,1,0.015151515151515152
1535-6841,2020,66,0,0
0157-244X,2020,66,0,0
1539-607X,2019,66,0,0
1438-793X,2018,66,0,0
0923-6082,2019,66,0,0
0815-3191,2019,66,0,0
0378-2697,2019,66,0,0
1356-9597,2019,66,0,0
1061-1924,2018,66,0,0
0020-7020,2019,66,0,0
1868-6974,2018,66,0,0
0143-6244,2019,66,2,0.030303030303030304
0145-482X,2019,66,0,0
1093-5266,2018,66,0,0
1572-3887,2020,66,0,0
1064-7570,2020,66,9,0.13636363636363635
0022-4308,2019,66,0,0
1612-4669,2018,66,4,0.06060606060606061
1749-6020,2019,66,0,0
2192-4449,2019,66,0,0
0894-4393,2018,66,0,0
1368-2822,2020,66,1,0.015151515151515152
1351-3249,2019,66,4,0.06060606060606061
0008-3968,2018,66,1,0.015151515151515152
1528-4972,2018,66,2,0.030303030303030304
2095-0462,2019,66,0,0
0906-6691,2018,66,1,0.015151515151515152
1446-7887,2018,66,0,0
1745-5863,2020,66,0,0
0039-8322,2019,66,0,0
0959-7743,2019,66,1,0.015151515151515152
1059-8405,2020,66,0,0
0030-3755,2019,66,0,0
1671-3664,2020,66,0,0
2198-7505,2020,66,0,0
0033-2933,2018,66,0,0
0263-4937,2018,66,0,0
1059-8405,2019,66,0,0
0262-0898,2019,66,0,0
0263-2764,2019,66,2,0.030303030303030304
0020-8132,2018,66,0,0
2474-1264,2018,66,0,0
2538-225X,2019,66,1,0.015151515151515152
2631-4541,2020,66,0,0
1385-2256,2020,66,2,0.030303030303030304
1541-5856,2018,66,1,0.015151515151515152
0960-3174,2019,66,1,0.015151515151515152
0362-4803,2020,66,1,0.015151515151515152
1043-8599,2020,66,4,0.06060606060606061
2364-4184,2019,65,0,0
0010-4175,2018,65,2,0.03076923076923077
0892-6794,2019,65,0,0
1385-1314,2018,65,0,0
0268-540X,2018,65,1,0.015384615384615385
0360-4918,2020,65,0,0
0022-0183,2019,65,0,0
0304-324X,2018,65,2,0.03076923076923077
2043-0795,2020,65,0,0
2367-2501,2020,65,0,0
2095-2430,2018,65,0,0
0090-6905,2019,65,1,0.015384615384615385
0334-5114,2019,65,0,0
0954-4879,2020,65,0,0
1341-8998,2018,65,0,0
0933-1875,2020,65,6,0.09230769230769231
0570-1864,2020,65,1,0.015384615384615385
1400-0350,2020,65,0,0
0011-7315,2019,65,0,0
2046-0252,2019,65,1,0.015384615384615385
0963-6625,2018,65,0,0
1050-8392,2018,65,2,0.03076923076923077
1082-0132,2018,65,1,0.015384615384615385
0022-0507,2018,65,0,0
1553-3840,2019,65,0,0
1177-1062,2019,65,3,0.046153846153846156
1867-0687,2020,65,1,0.015384615384615385
1975-9479,2020,65,0,0
2366-3294,2020,65,0,0
0905-4383,2018,65,0,0
1869-3474,2019,65,0,0
1535-1084,2019,65,0,0
0957-8811,2019,65,1,0.015384615384615385
1424-8581,2020,65,0,0
1868-1743,2019,65,0,0
1536-867X,2019,65,0,0
1680-4333,2020,65,1,0.015384615384615385
1461-9571,2018,65,0,0
0268-1064,2020,65,3,0.046153846153846156
0043-5341,2020,65,0,0
0959-2709,2020,65,0,0
0022-0175,2020,65,0,0
0162-895X,2019,65,1,0.015384615384615385
0019-5561,2018,65,0,0
1387-974X,2018,65,2,0.03076923076923077
1434-7229,2019,65,0,0
1363-4615,2019,65,0,0
1971-4009,2019,65,0,0
0732-8818,2018,65,1,0.015384615384615385
1099-209X,2019,65,1,0.015384615384615385
1468-215X,2018,65,0,0
1527-2737,2020,65,0,0
0022-1554,2020,65,4,0.06153846153846154
2363-8427,2020,65,0,0
1476-5810,2018,65,0,0
1059-8405,2018,65,0,0
0023-9216,2018,65,0,0
0266-7177,2018,65,0,0
1754-0194,2019,65,0,0
1436-2228,2019,65,1,0.015384615384615385
0970-1915,2019,65,0,0
1173-8804,2018,65,0,0
0971-3514,2019,65,0,0
0846-5371,2019,65,0,0
0141-6790,2019,65,1,0.015384615384615385
1610-2894,2020,65,0,0
0020-7314,2020,65,0,0
0022-3433,2018,65,0,0
0038-0261,2018,65,0,0
1054-5476,2018,65,0,0
0169-4286,2019,65,0,0
0163-9641,2018,65,0,0
0924-9907,2020,65,9,0.13846153846153847
1553-779X,2020,65,0,0
2190-7196,2018,65,0,0
0958-7578,2019,65,0,0
1756-2570,2018,65,0,0
0040-5825,2020,65,0,0
0827-6331,2020,65,0,0
0165-1153,2018,65,2,0.03076923076923077
1556-4681,2019,65,1,0.015384615384615385
0974-0422,2019,65,0,0
1042-2587,2020,65,0,0
1618-4742,2020,65,0,0
0176-1714,2018,65,3,0.046153846153846156
0009-725X,2018,65,0,0
0227-5910,2019,65,0,0
1539-607X,2018,65,0,0
0277-6693,2019,65,0,0
0075-5974,2020,65,0,0
0033-2720,2018,65,0,0
0276-8739,2018,65,0,0
0028-1042,2019,65,0,0
1874-270X,2020,65,4,0.06153846153846154
0020-9643,2019,65,0,0
0361-6843,2019,65,2,0.03076923076923077
1464-4207,2019,65,0,0
0971-3611,2020,65,0,0
0748-2337,2019,65,0,0
1544-3566,2020,64,10,0.15625
1742-1705,2018,64,0,0
0840-4704,2020,64,0,0
2397-1983,2018,64,0,0
1233-1821,2019,64,1,0.015625
1381-2890,2019,64,0,0
0143-6570,2018,64,0,0
1982-5676,2018,64,1,0.015625
0032-3470,2019,64,0,0
1474-4740,2019,64,1,0.015625
0703-6337,2019,64,2,0.03125
0251-3625,2018,64,2,0.03125
1069-5869,2018,64,0,0
1868-2502,2019,64,5,0.078125
0021-9142,2019,64,0,0
0738-0151,2018,64,0,0
0024-2829,2018,64,1,0.015625
0040-5736,2018,64,0,0
1080-6954,2018,64,0,0
0020-7020,2018,64,0,0
0935-6185,2019,64,0,0
2249-720X,2020,64,0,0
1523-3855,2020,64,0,0
0019-5308,2020,64,0,0
0025-5793,2018,64,1,0.015625
0957-4565,2018,64,0,0
1671-3664,2018,64,1,0.015625
0188-7009,2020,64,0,0
1050-5350,2020,64,0,0
0883-7252,2018,64,2,0.03125
1061-1991,2018,64,0,0
0263-0346,2019,64,1,0.015625
1037-969X,2019,64,0,0
1360-8185,2018,64,0,0
1866-2625,2018,64,0,0
1473-3250,2019,64,0,0
0889-938X,2018,64,0,0
0034-4125,2020,64,0,0
0022-4227,2018,64,3,0.046875
0258-9001,2020,64,0,0
0164-0291,2018,64,0,0
0733-2459,2018,64,0,0
1545-102X,2019,64,0,0
0049-8246,2018,64,2,0.03125
0309-1325,2018,64,1,0.015625
1554-7191,2019,64,0,0
1178-1653,2018,64,0,0
0035-9254,2020,64,1,0.015625
2573-1815,2019,64,0,0
0309-524X,2020,64,0,0
0022-2879,2019,64,1,0.015625
1554-7191,2018,64,0,0
1056-263X,2018,64,0,0
2095-0195,2019,64,0,0
0033-1538,2020,64,0,0
1360-6441,2019,64,1,0.015625
0923-2958,2019,64,7,0.109375
0930-9225,2019,64,0,0
2095-0217,2019,64,0,0
0142-064X,2018,64,0,0
0022-2437,2019,64,0,0
1861-6755,2020,64,0,0
1539-9087,2020,64,3,0.046875
0300-9483,2018,64,0,0
0098-7921,2020,64,3,0.046875
0021-9894,2018,64,1,0.015625
0731-1214,2020,64,0,0
2380-0844,2019,64,0,0
0714-9808,2020,64,0,0
0176-4268,2019,64,0,0
0269-7653,2020,64,1,0.015625
1384-5640,2019,64,0,0
0965-7576,2020,64,1,0.015625
1021-9722,2019,64,0,0
0938-1279,2020,64,1,0.015625
1097-184X,2019,64,0,0
1389-9333,2019,64,0,0
0944-6524,2020,64,0,0
1177-1062,2018,64,1,0.015625
0926-2644,2020,64,1,0.015625
1066-4807,2018,64,0,0
1073-9688,2019,64,1,0.015625
0892-9912,2018,64,0,0
1056-263X,2020,64,0,0
0251-5350,2019,64,0,0
1056-7941,2020,64,0,0
1360-7804,2019,64,2,0.03125
0923-4861,2020,64,0,0
1086-1718,2020,64,1,0.015625
0269-9648,2020,64,1,0.015625
1061-1924,2020,64,0,0
1385-1314,2020,64,2,0.03125
1388-3127,2020,64,0,0
1078-3903,2018,64,0,0
0966-0844,2019,64,1,0.015625
0748-7304,2019,64,1,0.015625
1671-9433,2020,64,0,0
1138-7416,2019,63,0,0
1960-6214,2019,63,1,0.015873015873015872
1037-969X,2020,63,0,0
1351-0126,2019,63,0,0
0954-5395,2020,63,0,0
0264-2824,2018,63,0,0
0486-6134,2019,63,0,0
0018-2680,2019,63,0,0
1558-8211,2019,63,0,0
0269-2171,2020,63,0,0
2047-9700,2018,63,0,0
0177-7971,2019,63,0,0
1615-5289,2019,63,2,0.031746031746031744
2228-6187,2018,63,0,0
1434-5293,2020,63,0,0
1939-1234,2018,63,0,0
1610-0646,2019,63,0,0
1672-3597,2019,63,0,0
0176-1714,2019,63,3,0.047619047619047616
1360-8185,2020,63,0,0
0306-686X,2020,63,0,0
1752-7155,2019,63,1,0.015873015873015872
0092-055X,2020,63,0,0
0218-0006,2019,63,0,0
1389-5729,2019,63,1,0.015873015873015872
1752-1963,2019,63,0,0
0049-1241,2018,63,1,0.015873015873015872
0007-0874,2020,63,0,0
0378-7966,2020,63,0,0
1320-7881,2020,63,0,0
1476-8062,2019,63,0,0
0014-5858,2019,63,0,0
2662-253X,2020,63,0,0
0733-2459,2019,63,0,0
0045-0766,2019,63,0,0
1385-3449,2018,63,0,0
1558-8211,2018,63,0,0
0100-8404,2019,63,0,0
0046-8983,2020,63,0,0
0301-5661,2019,63,0,0
2153-2184,2019,63,0,0
0039-3215,2018,63,3,0.047619047619047616
0969-7128,2019,63,2,0.031746031746031744
0020-9910,2018,63,4,0.06349206349206349
0957-9265,2019,63,0,0
2523-3920,2018,63,0,0
2199-384X,2018,63,0,0
0970-1915,2020,63,0,0
0440-9213,2019,63,0,0
0141-6790,2020,63,0,0
2190-6815,2018,63,0,0
0971-9555,2020,63,0,0
1735-8787,2019,63,0,0
1527-4764,2020,63,1,0.015873015873015872
0956-5515,2019,63,1,0.015873015873015872
0045-0421,2018,63,0,0
0896-9205,2019,63,0,0
0974-0422,2020,63,0,0
1434-663X,2020,63,0,0
0169-5150,2018,63,0,0
2509-9949,2020,63,0,0
1234-1983,2020,63,0,0
0309-8249,2019,63,0,0
0749-503X,2020,63,2,0.031746031746031744
2167-4795,2019,63,0,0
1544-3566,2019,63,1,0.015873015873015872
0959-3535,2020,63,1,0.015873015873015872
1477-8238,2019,63,1,0.015873015873015872
0028-1042,2018,63,2,0.031746031746031744
0272-4316,2020,63,0,0
0972-2629,2020,63,0,0
1608-1625,2020,63,0,0
1543-4494,2018,63,1,0.015873015873015872
1389-5753,2019,63,0,0
0022-0078,2020,63,1,0.015873015873015872
0935-6185,2018,63,0,0
1756-5529,2020,63,0,0
1678-7544,2019,63,0,0
0960-7773,2019,63,0,0
1433-5298,2019,63,0,0
0019-5561,2020,63,0,0
0308-8839,2018,63,0,0
1757-9759,2020,63,0,0
0971-7811,2019,63,0,0
1176-7529,2019,63,0,0
1758-5864,2020,63,0,0
0925-9899,2019,63,2,0.031746031746031744
1470-269X,2020,63,0,0
0184-7678,2018,63,0,0
0023-9216,2019,63,0,0
1758-5732,2018,63,0,0
0564-3295,2020,63,0,0
1478-5706,2020,63,0,0
2373-3799,2020,63,0,0
0021-7670,2018,63,0,0
1053-8801,2018,63,0,0
0894-3796,2020,63,0,0
0882-2689,2019,62,0,0
0305-0009,2018,62,0,0
1351-3249,2020,62,1,0.016129032258064516
0266-0032,2018,62,0,0
0027-4321,2020,62,0,0
1661-5751,2019,62,0,0
0256-2928,2020,62,0,0
0892-9912,2020,62,1,0.016129032258064516
0269-7653,2019,62,0,0
0266-0784,2018,62,1,0.016129032258064516
1446-7887,2019,62,2,0.03225806451612903
0932-5026,2020,62,0,0
0266-4666,2020,62,1,0.016129032258064516
0033-3298,2019,62,1,0.016129032258064516
0251-5350,2018,62,0,0
1751-9004,2019,62,0,0
0263-2764,2018,62,0,0
0031-5303,2020,62,0,0
1389-9600,2020,62,0,0
1173-8804,2020,62,1,0.016129032258064516
0961-205X,2019,62,1,0.016129032258064516
1465-3125,2020,62,0,0
0378-7966,2019,62,1,0.016129032258064516
0032-2474,2018,62,2,0.03225806451612903
0963-9462,2018,62,0,0
0022-1678,2019,62,0,0
1356-3467,2020,62,2,0.03225806451612903
1867-2477,2018,62,0,0
1384-5748,2020,62,1,0.016129032258064516
0021-1400,2018,62,0,0
1738-642X,2018,62,0,0
0011-0000,2019,62,0,0
0096-140X,2020,62,1,0.016129032258064516
2327-8579,2018,62,0,0
2192-6670,2020,62,0,0
1474-7480,2018,62,1,0.016129032258064516
0262-7280,2020,62,0,0
0017-0895,2018,62,0,0
0733-3188,2018,62,0,0
0022-0183,2020,62,0,0
1068-9583,2020,62,0,0
1080-6954,2020,62,0,0
1522-4600,2020,62,1,0.016129032258064516
