issn_l,cr_year,n,h2020_n,prop
1018-8827,2019,192,8,0.041666666666666664
0021-1265,2019,192,0,0
1092-8529,2019,192,0,0
0269-2155,2020,192,1,0.005208333333333333
0032-0862,2020,192,3,0.015625
1674-4926,2018,192,0,0
1756-5901,2018,192,6,0.03125
1359-0987,2019,192,1,0.005208333333333333
0004-8666,2020,192,0,0
0341-2695,2019,192,0,0
1932-6254,2019,192,8,0.041666666666666664
1040-0400,2018,192,0,0
1077-5463,2019,192,3,0.015625
0143-005X,2018,191,4,0.020942408376963352
0929-5607,2019,191,1,0.005235602094240838
0035-9009,2018,191,9,0.04712041884816754
1438-2377,2018,191,2,0.010471204188481676
1061-2971,2020,191,1,0.005235602094240838
2041-210X,2020,191,7,0.03664921465968586
2212-134X,2018,191,0,0
1863-2653,2019,191,10,0.05235602094240838
1861-0684,2018,191,0,0
0885-6230,2019,191,2,0.010471204188481676
1096-3669,2020,191,0,0
0966-0410,2019,191,2,0.010471204188481676
0947-5117,2018,191,0,0
0954-7894,2020,190,0,0
0959-8103,2019,190,3,0.015789473684210527
1460-2695,2019,190,2,0.010526315789473684
0272-4332,2018,190,5,0.02631578947368421
2042-6976,2019,190,0,0
0960-3115,2018,190,0,0
1461-023X,2018,190,5,0.02631578947368421
0921-2973,2019,190,5,0.02631578947368421
0043-5325,2020,190,0,0
0140-0118,2020,190,1,0.005263157894736842
1051-0761,2019,190,4,0.021052631578947368
0931-2439,2020,190,0,0
1460-2695,2018,190,2,0.010526315789473684
1612-1872,2018,190,3,0.015789473684210527
0260-437X,2020,190,0,0
0941-1291,2019,190,0,0
0954-6820,2020,190,4,0.021052631578947368
2511-2104,2018,190,0,0
1554-351X,2020,190,4,0.021052631578947368
0004-640X,2020,190,1,0.005263157894736842
0112-1642,2019,190,2,0.010526315789473684
1383-875X,2018,190,0,0
0020-7128,2019,189,1,0.005291005291005291
1546-542X,2018,189,1,0.005291005291005291
1398-2273,2019,189,0,0
0017-5994,2018,189,0,0
2475-1421,2019,189,19,0.10052910052910052
0343-8651,2018,189,2,0.010582010582010581
2053-1583,2018,189,36,0.19047619047619047
0956-7976,2018,189,3,0.015873015873015872
1864-5909,2020,189,0,0
1747-0218,2020,189,4,0.021164021164021163
0974-3006,2018,189,0,0
0340-1855,2020,189,0,0
0025-5874,2020,189,6,0.031746031746031744
0902-4441,2020,189,0,0
1436-9990,2020,189,1,0.005291005291005291
0910-8327,2020,189,0,0
1552-4973,2019,189,2,0.010582010582010581
2150-1351,2019,189,0,0
0959-8103,2020,189,4,0.021164021164021163
0255-660X,2018,189,0,0
2513-0390,2019,189,12,0.06349206349206349
2058-5276,2020,189,10,0.05291005291005291
1660-5446,2019,189,0,0
1000-9515,2020,189,0,0
0966-8136,2019,188,1,0.005319148936170213
0009-4722,2018,188,0,0
0934-0866,2018,188,4,0.02127659574468085
0360-4012,2020,188,3,0.015957446808510637
1001-0521,2018,188,0,0
0303-6987,2018,188,0,0
1578-7303,2020,188,0,0
0954-4100,2020,188,5,0.026595744680851064
1362-4393,2020,188,0,0
2210-7703,2018,188,1,0.005319148936170213
1475-9217,2020,188,3,0.015957446808510637
1878-5190,2019,188,0,0
0032-0935,2020,188,1,0.005319148936170213
1001-0602,2020,188,2,0.010638297872340425
0021-8898,2020,188,11,0.05851063829787234
1559-2723,2020,188,0,0
0730-2312,2020,188,0,0
1399-543X,2020,188,2,0.010638297872340425
0885-7490,2018,188,0,0
1022-5528,2020,188,3,0.015957446808510637
1059-7794,2018,188,6,0.031914893617021274
0944-2669,2020,187,11,0.058823529411764705
0941-293X,2018,187,0,0
0947-8965,2020,187,0,0
1674-4926,2019,187,0,0
1018-6301,2018,187,0,0
1931-7557,2019,187,1,0.0053475935828877
1471-3012,2018,187,0,0
1359-0987,2018,187,1,0.0053475935828877
2169-9097,2019,187,10,0.053475935828877004
0960-3271,2020,187,0,0
2367-0932,2019,187,12,0.06417112299465241
1747-4930,2019,187,4,0.0213903743315508
0271-9142,2020,187,0,0
1017-060X,2018,187,0,0
1061-3773,2018,187,0,0
1053-0509,2020,186,0,0
0906-6705,2020,186,2,0.010752688172043012
0002-7294,2018,186,1,0.005376344086021506
1866-9557,2019,186,5,0.026881720430107527
1040-7278,2020,186,0,0
0022-0337,2018,186,0,0
0022-0337,2019,186,0,0
1932-2135,2020,186,0,0
1869-1927,2018,186,5,0.026881720430107527
0939-1533,2020,186,0,0
1060-0280,2018,186,0,0
0897-3806,2019,186,0,0
0723-4864,2019,186,5,0.026881720430107527
1674-4527,2019,186,0,0
2159-6867,2019,185,1,0.005405405405405406
0300-8177,2019,185,0,0
0021-8758,2018,185,0,0
1431-2174,2020,185,3,0.016216216216216217
1436-9990,2018,185,0,0
2520-1131,2018,185,7,0.03783783783783784
1869-1927,2019,185,3,0.016216216216216217
0031-1820,2019,185,0,0
0031-9317,2018,185,6,0.032432432432432434
1552-5260,2018,185,11,0.05945945945945946
1939-3806,2019,185,6,0.032432432432432434
0160-5682,2018,185,0,0
1007-662X,2020,185,0,0
1359-1053,2020,185,0,0
0897-3806,2020,185,0,0
1040-452X,2019,185,1,0.005405405405405406
1873-9318,2020,185,1,0.005405405405405406
1699-048X,2018,185,0,0
0920-3206,2020,185,2,0.010810810810810811
1053-8569,2018,185,1,0.005405405405405406
0033-8362,2020,185,0,0
1869-1900,2018,184,0,0
0956-5515,2020,184,0,0
1059-910X,2018,184,0,0
1616-5187,2020,184,6,0.03260869565217391
1000-9515,2019,184,0,0
2050-7887,2018,184,4,0.021739130434782608
0026-9298,2019,184,0,0
0966-8136,2020,184,0,0
0031-8116,2019,184,3,0.016304347826086956
0748-8017,2018,184,0,0
0017-8470,2020,184,0,0
0021-8758,2020,184,2,0.010869565217391304
0026-9247,2020,184,0,0
0028-1298,2019,184,1,0.005434782608695652
0344-5704,2020,184,0,0
0016-7622,2020,184,1,0.005434782608695652
0956-4624,2019,184,0,0
0931-2439,2018,184,0,0
1861-6410,2020,184,9,0.04891304347826087
1323-1316,2020,183,0,0
0021-9746,2019,183,0,0
0302-8933,2019,183,0,0
1734-1140,2020,183,0,0
0024-3590,2018,183,5,0.0273224043715847
1616-5187,2018,183,5,0.0273224043715847
0044-2313,2019,183,1,0.00546448087431694
1944-7442,2020,183,0,0
1751-7885,2020,183,0,0
0009-3920,2018,183,5,0.0273224043715847
0014-2336,2020,183,2,0.01092896174863388
1660-5446,2020,183,2,0.01092896174863388
1432-2234,2018,183,1,0.00546448087431694
0031-8116,2020,183,4,0.02185792349726776
1090-3801,2020,183,3,0.01639344262295082
1063-777X,2018,183,7,0.03825136612021858
0723-4864,2018,183,1,0.00546448087431694
1279-7707,2018,183,0,0
0253-505X,2019,182,0,0
0721-3115,2018,182,1,0.005494505494505495
1611-3683,2019,182,2,0.01098901098901099
0960-1317,2020,182,0,0
0140-7775,2020,182,3,0.016483516483516484
0002-7294,2019,182,3,0.016483516483516484
0271-678X,2018,182,5,0.027472527472527472
2210-7703,2019,182,0,0
1878-5190,2018,182,1,0.005494505494505495
1438-4957,2020,182,0,0
0021-8758,2019,182,0,0
1934-1482,2018,182,0,0
1226-7708,2019,182,0,0
0940-5429,2018,182,5,0.027472527472527472
0218-4923,2020,182,0,0
1017-1398,2018,182,1,0.005494505494505495
0947-0867,2020,182,2,0.01098901098901099
0954-5794,2020,182,0,0
0929-5305,2018,182,0,0
0894-1491,2020,182,4,0.02197802197802198
1559-2723,2019,182,0,0
1442-6404,2020,182,0,0
1120-7000,2020,182,0,0
2523-3521,2019,182,0,0
0026-1394,2018,181,0,0
0038-4941,2020,181,0,0
0165-5701,2019,181,0,0
1862-3522,2020,181,0,0
0091-2700,2018,181,0,0
0959-3993,2018,181,0,0
0391-4097,2018,181,1,0.0055248618784530384
1610-3653,2020,181,1,0.0055248618784530384
0888-8892,2019,181,5,0.027624309392265192
0971-4502,2019,181,0,0
1528-0691,2018,181,2,0.011049723756906077
1006-7191,2020,181,0,0
0048-5772,2019,181,3,0.016574585635359115
1932-2968,2018,181,1,0.0055248618784530384
1566-2543,2018,181,1,0.0055248618784530384
1523-3782,2020,181,1,0.0055248618784530384
0957-7734,2020,181,0,0
0961-5423,2020,181,0,0
0425-1644,2020,181,1,0.0055248618784530384
1562-2479,2019,181,0,0
0098-9886,2020,180,1,0.005555555555555556
1042-0533,2019,180,1,0.005555555555555556
2169-9097,2018,180,7,0.03888888888888889
0179-0358,2019,180,0,0
0973-9793,2019,180,0,0
0899-1987,2019,180,0,0
1749-4478,2020,180,0,0
0160-5682,2020,180,1,0.005555555555555556
1545-9985,2020,180,9,0.05
0974-0430,2020,180,0,0
0143-005X,2019,180,14,0.07777777777777778
1545-2255,2020,180,3,0.016666666666666666
0946-2171,2020,180,10,0.05555555555555555
1086-9379,2018,180,4,0.022222222222222223
0149-6085,2018,180,0,0
0897-3806,2018,180,0,0
0958-0670,2018,180,0,0
1063-777X,2019,180,1,0.005555555555555556
1545-9985,2019,180,8,0.044444444444444446
0959-3993,2020,180,0,0
0265-9247,2019,180,9,0.05
0340-5443,2018,180,0,0
1535-1459,2020,180,2,0.011111111111111112
0028-2804,2020,180,0,0
1468-0874,2019,180,6,0.03333333333333333
0028-2804,2019,180,1,0.005555555555555556
0956-4624,2018,179,0,0
1535-3699,2019,179,0,0
0025-3162,2020,179,3,0.01675977653631285
0112-1642,2018,179,0,0
0941-293X,2019,179,1,0.00558659217877095
1022-4653,2018,179,0,0
0028-2804,2018,179,2,0.0111731843575419
1935-5130,2018,179,0,0
0197-9337,2019,179,1,0.00558659217877095
1352-0504,2019,179,0,0
0951-4198,2019,179,4,0.0223463687150838
0266-5611,2018,179,5,0.027932960893854747
1350-6501,2019,179,0,0
0009-9163,2019,179,0,0
0038-0938,2019,179,7,0.03910614525139665
1060-0280,2019,179,0,0
0144-686X,2018,179,0,0
1049-0965,2020,179,0,0
1086-9379,2019,179,6,0.0335195530726257
0905-6157,2020,179,2,0.0111731843575419
1386-7857,2020,178,0,0
1431-9276,2019,178,4,0.02247191011235955
1420-9012,2018,178,1,0.0056179775280898875
1569-8025,2020,178,1,0.0056179775280898875
0177-5537,2020,178,0,0
0022-2593,2020,178,4,0.02247191011235955
1436-3240,2020,178,2,0.011235955056179775
0031-8655,2020,178,2,0.011235955056179775
1059-1478,2020,178,0,0
0195-928X,2020,178,4,0.02247191011235955
0954-5794,2019,178,0,0
1520-6033,2020,178,0,0
1383-875X,2019,178,0,0
0255-660X,2020,178,0,0
0002-9505,2019,178,1,0.0056179775280898875
0916-9636,2018,178,0,0
1614-0702,2019,178,1,0.0056179775280898875
0974-3006,2020,178,0,0
1461-4448,2019,178,2,0.011235955056179775
1129-7298,2019,178,0,0
0269-4727,2019,178,0,0
1438-7697,2018,178,4,0.02247191011235955
1612-510X,2018,178,1,0.0056179775280898875
0966-8136,2018,178,2,0.011235955056179775
0953-7287,2019,177,0,0
0144-686X,2019,177,3,0.01694915254237288
1521-6543,2018,177,1,0.005649717514124294
0902-4441,2018,177,3,0.01694915254237288
2366-3987,2020,177,7,0.03954802259887006
0137-5881,2020,177,0,0
2199-5796,2020,177,0,0
2349-5103,2020,177,0,0
1618-954X,2018,177,0,0
1353-5773,2020,177,1,0.005649717514124294
0025-6455,2019,177,6,0.03389830508474576
1863-1703,2018,177,0,0
0933-5137,2020,177,0,0
0961-5423,2018,177,0,0
0021-9630,2020,177,7,0.03954802259887006
2055-6756,2019,177,6,0.03389830508474576
0161-3499,2020,177,0,0
0933-7954,2020,177,4,0.022598870056497175
1092-7875,2019,177,0,0
0730-0301,2018,177,17,0.096045197740113
0002-9505,2020,177,1,0.005649717514124294
0172-1631,2018,177,0,0
2095-221X,2020,177,0,0
0897-1900,2019,177,0,0
0302-766X,2019,177,1,0.005649717514124294
1069-6563,2019,177,0,0
0021-9762,2020,176,1,0.005681818181818182
1063-777X,2020,176,7,0.03977272727272727
0167-6997,2019,176,0,0
1066-5099,2018,176,3,0.017045454545454544
1868-8071,2020,176,2,0.011363636363636364
0042-0980,2018,176,3,0.017045454545454544
0047-2891,2020,176,0,0
0302-766X,2020,176,2,0.011363636363636364
1049-9091,2019,176,0,0
0142-2421,2020,176,1,0.005681818181818182
0340-7004,2018,176,4,0.022727272727272728
1747-0277,2018,176,1,0.005681818181818182
2190-393X,2020,176,4,0.022727272727272728
0360-4012,2019,176,1,0.005681818181818182
0025-3162,2018,176,2,0.011363636363636364
1059-7794,2020,176,4,0.022727272727272728
1751-5521,2018,175,0,0
2296-5270,2018,175,0,0
0020-9554,2019,175,0,0
1520-7439,2020,175,1,0.005714285714285714
0340-5443,2019,175,3,0.017142857142857144
1350-6501,2020,175,0,0
1748-1708,2018,175,1,0.005714285714285714
1558-9447,2020,175,0,0
0253-505X,2020,175,0,0
0300-8916,2020,175,0,0
1431-2174,2019,175,0,0
0095-3628,2018,175,2,0.011428571428571429
0964-4563,2018,175,2,0.011428571428571429
1054-2523,2020,174,0,0
1866-9557,2018,174,8,0.04597701149425287
1359-5997,2018,174,3,0.017241379310344827
0179-0358,2020,174,0,0
0038-0938,2020,174,8,0.04597701149425287
1752-6981,2020,174,0,0
1759-0787,2020,174,1,0.005747126436781609
1022-4653,2019,174,0,0
0031-8949,2018,174,2,0.011494252873563218
1387-1307,2020,174,0,0
1466-822X,2020,174,12,0.06896551724137931
1755-098X,2020,174,1,0.005747126436781609
0271-678X,2020,174,2,0.011494252873563218
1747-5198,2018,174,0,0
0017-6192,2019,174,2,0.011494252873563218
2058-9689,2020,174,6,0.034482758620689655
2199-692X,2018,174,2,0.011494252873563218
0017-5994,2019,174,0,0
0047-2891,2018,174,0,0
0022-3417,2018,174,8,0.04597701149425287
1094-7159,2019,173,0,0
0022-541X,2019,173,0,0
0933-5137,2019,173,0,0
0017-9124,2018,173,0,0
0894-1491,2019,173,10,0.057803468208092484
0883-0738,2020,173,0,0
2095-8226,2019,173,0,0
0126-6705,2020,173,0,0
1051-0761,2020,173,2,0.011560693641618497
1557-1874,2018,173,0,0
0846-5371,2020,173,0,0
0028-3940,2018,173,0,0
2520-1131,2020,173,8,0.046242774566473986
0044-2275,2019,173,4,0.023121387283236993
0925-1030,2020,173,0,0
1520-4081,2020,173,0,0
0197-3851,2018,173,1,0.005780346820809248
2161-3915,2018,173,6,0.03468208092485549
0040-0262,2019,173,0,0
0143-2885,2020,173,0,0
0025-584X,2018,173,1,0.005780346820809248
0006-3088,2018,173,0,0
0091-2700,2020,173,0,0
1861-0684,2019,172,0,0
1743-4971,2020,172,0,0
0001-6314,2020,172,1,0.005813953488372093
1010-5395,2020,172,0,0
0003-2417,2020,172,0,0
1674-1137,2019,172,2,0.011627906976744186
1362-4393,2019,172,1,0.005813953488372093
0092-8240,2018,172,4,0.023255813953488372
0724-8741,2019,172,3,0.01744186046511628
0003-3804,2020,172,4,0.023255813953488372
0271-678X,2019,172,2,0.011627906976744186
1661-7738,2018,172,1,0.005813953488372093
1001-6058,2018,172,1,0.005813953488372093
0340-0727,2020,172,4,0.023255813953488372
0022-0345,2018,172,0,0
0940-5429,2020,172,2,0.011627906976744186
1617-7940,2019,172,12,0.06976744186046512
0972-1509,2020,172,0,0
0266-8254,2020,172,0,0
0040-571X,2020,172,0,0
1066-8969,2019,172,0,0
0270-4137,2019,172,0,0
0148-5598,2020,172,3,0.01744186046511628
1935-5130,2019,172,2,0.011627906976744186
0021-8898,2019,172,8,0.046511627906976744
0038-9056,2018,172,0,0
0269-4042,2018,172,0,0
1863-6705,2018,171,0,0
1569-8025,2018,171,0,0
0014-2972,2018,171,4,0.023391812865497075
0305-182X,2020,171,0,0
0140-7775,2019,171,5,0.029239766081871343
0003-4894,2018,171,0,0
1860-6768,2020,171,3,0.017543859649122806
0034-3404,2019,171,8,0.04678362573099415
0022-4510,2020,171,0,0
0256-7679,2019,171,0,0
1051-0761,2018,171,2,0.011695906432748537
1615-7591,2018,171,1,0.005847953216374269
1380-3743,2019,171,0,0
0959-6836,2020,171,4,0.023391812865497075
0023-6837,2019,171,0,0
1943-3921,2018,171,1,0.005847953216374269
0032-3888,2018,171,0,0
0894-1491,2018,171,7,0.04093567251461988
0962-1105,2019,171,3,0.017543859649122806
1545-2255,2018,171,1,0.005847953216374269
0340-0727,2018,171,8,0.04678362573099415
1040-6387,2020,171,0,0
1367-6539,2019,171,0,0
2157-846X,2020,171,0,0
0308-2105,2019,171,3,0.017543859649122806
1749-4885,2020,171,20,0.11695906432748537
1001-8042,2018,171,0,0
1062-1024,2020,170,0,0
0306-6800,2018,170,1,0.0058823529411764705
0040-5639,2018,170,0,0
1674-4799,2019,170,0,0
0140-0118,2018,170,3,0.01764705882352941
1554-351X,2018,170,1,0.0058823529411764705
0012-6667,2018,170,0,0
1517-8382,2019,170,0,0
1869-1862,2019,170,1,0.0058823529411764705
0722-4060,2019,170,2,0.011764705882352941
0022-3492,2019,170,0,0
0933-7954,2019,170,3,0.01764705882352941
1042-1629,2020,170,0,0
1360-2357,2018,170,0,0
1759-0787,2018,170,2,0.011764705882352941
0016-8025,2019,170,10,0.058823529411764705
0892-7057,2019,170,1,0.0058823529411764705
1432-2234,2020,170,0,0
1535-3958,2019,170,2,0.011764705882352941
0017-8470,2019,169,0,0
0004-8666,2018,169,0,0
1944-8201,2020,169,5,0.029585798816568046
0966-0410,2018,169,0,0
2041-210X,2018,169,8,0.047337278106508875
2169-9003,2018,169,6,0.03550295857988166
0391-4097,2019,169,0,0
0963-9292,2020,169,0,0
1344-3941,2020,169,0,0
1535-1459,2019,169,4,0.023668639053254437
0967-3334,2019,169,8,0.047337278106508875
0962-2802,2018,169,6,0.03550295857988166
0022-2291,2019,169,10,0.05917159763313609
1359-1053,2018,169,1,0.005917159763313609
1556-9845,2018,169,0,0
0954-3007,2019,169,1,0.005917159763313609
2051-4158,2020,169,0,0
1541-6933,2018,169,0,0
0008-4263,2020,169,0,0
0887-3585,2019,169,10,0.05917159763313609
1672-5182,2019,169,0,0
1061-3773,2020,169,1,0.005917159763313609
1545-9985,2018,169,9,0.05325443786982249
0272-4332,2019,169,3,0.01775147928994083
0283-9318,2019,169,0,0
0021-2172,2018,168,5,0.02976190476190476
0017-6192,2020,168,0,0
0921-0296,2020,168,3,0.017857142857142856
2044-5415,2019,168,0,0
1380-2224,2020,168,0,0
0276-3478,2018,168,1,0.005952380952380952
0018-1560,2020,168,1,0.005952380952380952
0899-1987,2018,168,0,0
0954-3899,2019,168,11,0.06547619047619048
1867-2450,2020,168,2,0.011904761904761904
2210-3988,2020,168,0,0
0038-0644,2020,168,2,0.011904761904761904
1069-9384,2020,168,4,0.023809523809523808
0300-8126,2020,168,0,0
1436-3798,2018,168,8,0.047619047619047616
1420-9012,2020,168,1,0.005952380952380952
0030-1299,2018,168,5,0.02976190476190476
2522-5812,2020,168,4,0.023809523809523808
1360-2276,2020,168,1,0.005952380952380952
1022-1360,2019,168,1,0.005952380952380952
2474-9567,2020,168,0,0
1006-7191,2018,167,0,0
1434-5161,2020,167,0,0
2523-8973,2019,167,0,0
1748-6041,2020,167,5,0.029940119760479042
0141-8955,2019,167,3,0.017964071856287425
1672-5182,2018,167,0,0
0933-7954,2018,167,4,0.023952095808383235
0161-3499,2019,167,0,0
0967-6120,2019,167,3,0.017964071856287425
0094-5145,2019,167,0,0
1465-7392,2020,167,10,0.059880239520958084
0095-3628,2020,167,3,0.017964071856287425
1942-7603,2018,167,4,0.023952095808383235
0141-0768,2020,167,0,0
0266-5611,2019,167,12,0.0718562874251497
0951-5666,2020,167,3,0.017964071856287425
1049-7323,2020,167,1,0.005988023952095809
1558-9447,2019,167,0,0
1066-8969,2020,167,0,0
1066-8969,2018,167,0,0
1558-9447,2018,167,0,0
0001-9240,2019,167,2,0.011976047904191617
0889-048X,2020,167,2,0.011976047904191617
0020-9554,2018,167,0,0
0010-3853,2019,167,0,0
1248-9204,2018,166,0,0
2349-5103,2019,166,1,0.006024096385542169
2052-6121,2019,166,0,0
0956-7976,2019,166,5,0.030120481927710843
1001-0521,2019,166,0,0
2475-1421,2018,166,27,0.16265060240963855
1869-1927,2020,166,1,0.006024096385542169
0824-7935,2020,166,2,0.012048192771084338
0960-3115,2020,166,1,0.006024096385542169
1010-061X,2018,166,6,0.03614457831325301
1344-3941,2018,166,0,0
1863-2653,2020,166,6,0.03614457831325301
1598-2092,2020,166,0,0
0094-5145,2020,166,0,0
1461-4448,2018,166,2,0.012048192771084338
1229-8557,2020,166,0,0
2192-6506,2018,166,5,0.030120481927710843
1398-5647,2018,166,3,0.018072289156626505
1520-6033,2018,166,2,0.012048192771084338
2199-5796,2019,166,1,0.006024096385542169
1399-543X,2018,165,2,0.012121212121212121
0042-9007,2020,165,1,0.006060606060606061
1935-7893,2019,165,0,0
1743-7555,2020,165,0,0
0956-618X,2019,165,0,0
1481-8035,2019,165,0,0
0909-752X,2019,165,1,0.006060606060606061
0307-6946,2020,165,1,0.006060606060606061
1009-0630,2020,165,6,0.03636363636363636
0025-5831,2020,165,12,0.07272727272727272
0219-3116,2018,165,1,0.006060606060606061
0722-4060,2020,165,0,0
1573-3882,2019,165,3,0.01818181818181818
0933-7407,2020,165,0,0
0269-2155,2018,165,1,0.006060606060606061
0023-6837,2018,165,1,0.006060606060606061
0025-3162,2019,165,1,0.006060606060606061
0046-5070,2020,165,1,0.006060606060606061
0167-6857,2018,165,1,0.006060606060606061
0955-9930,2020,165,0,0
1059-941X,2018,165,0,0
1090-3801,2018,165,2,0.012121212121212121
0340-7004,2019,165,1,0.006060606060606061
2472-1727,2020,165,0,0
0894-9867,2020,165,0,0
0974-3006,2019,164,0,0
0172-1631,2019,164,0,0
1060-1503,2018,164,0,0
0967-3334,2020,164,3,0.018292682926829267
0002-9122,2020,164,1,0.006097560975609756
0944-2669,2018,164,4,0.024390243902439025
0017-8470,2018,164,0,0
0025-7931,2018,164,1,0.006097560975609756
0033-3352,2020,164,5,0.03048780487804878
0255-660X,2019,164,0,0
0095-3628,2019,164,3,0.018292682926829267
0934-0874,2018,164,0,0
1734-1140,2018,164,0,0
0303-6979,2019,164,0,0
1076-5174,2020,164,0,0
1674-4799,2018,164,0,0
0085-4530,2019,164,0,0
0959-6518,2018,164,1,0.006097560975609756
1557-1912,2020,164,0,0
1066-5099,2019,164,4,0.024390243902439025
0091-2700,2019,164,0,0
0002-7294,2020,164,2,0.012195121951219513
1042-0533,2020,164,0,0
0921-898X,2019,164,2,0.012195121951219513
0363-2415,2020,164,0,0
1472-3891,2019,164,0,0
0179-7158,2020,164,0,0
1523-3782,2019,164,0,0
1520-9512,2018,163,0,0
0033-2720,2020,163,0,0
0004-9727,2020,163,1,0.006134969325153374
0969-6016,2020,163,4,0.024539877300613498
0003-7028,2018,163,2,0.012269938650306749
0021-9762,2019,163,0,0
1948-5506,2020,163,1,0.006134969325153374
0947-8965,2019,163,0,0
1029-8428,2020,163,0,0
1534-4827,2019,163,1,0.006134969325153374
1759-0787,2019,163,0,0
0952-3480,2019,163,14,0.08588957055214724
1524-8399,2018,163,0,0
1995-8218,2020,163,1,0.006134969325153374
0013-0117,2018,163,0,0
2330-1635,2019,163,0,0
